hero,win_rate,pick_rate,ban_rate,z_score
Lolita,60.49,0.21,1.51,2.6198134356600677
Hylos,56.44,0.34,0.58,1.4510614971784923
Argus,56.14,0.52,2.41,1.340937147815973
Belerick,55.71,0.91,10.17,1.2301263986869884
Gatotkaca,55.48,2.03,6.19,0.8912830568432336
Edith,55.36,0.56,0.53,1.1225762198929286
Popol and Kupa,55.34,0.52,3.31,1.157951787325307
Terizla,53.82,0.91,2.25,0.7630450750773314
Aulus,53.5,0.35,0.97,0.6872816366708939
Carmilla,53.22,0.19,0.44,0.6042001245137504
Floryn,52.97,0.52,9.6,0.657435551013762
Gloo,52.97,0.11,0.54,0.5316730756701273
Harley,52.93,0.94,34.48,0.9574131795157509
Masha,52.92,0.15,2.06,0.5371388560346767
Silvanna,52.82,1.03,0.83,0.5560489042563024
Bane,52.68,0.77,1.28,0.5131146470210396
Khaleed,52.57,0.23,0.22,0.42506230560464425
Miya,52.37,2.75,2.58,0.6966406810045124
Sun,52.34,1.19,6.59,0.5524005946998313
Chip,52.0,0.18,12.91,0.40692298025998574
Yve,51.97,0.07,0.32,0.2362425001839964
Cecilion,51.94,1.08,1.04,0.4031068245688175
Melissa,51.92,0.99,3.89,0.4170902999191732
Chang'e,51.89,1.78,3.55,0.5426722524761861
Vale,51.85,1.21,2.12,0.42206912528637475
Helcurt,51.73,0.93,42.29,0.8102048824689436
Ruby,51.71,0.65,1.21,0.281507187347436
Baxia,51.51,0.1,0.14,0.10679786645775102
Rafaela,51.5,0.52,1.07,0.20435445143112146
Natalia,51.49,0.33,2.6,0.17867918239427988
Vexana,51.42,2.49,31.02,0.9668927976472022
Xavier,51.39,0.98,2.53,0.29836083734149216
Badang,51.36,0.52,0.26,0.16123118890029023
Alpha,51.36,2.56,5.59,0.6895551618544026
Yin,51.34,1.35,56.14,0.989436247117765
Aamon,51.31,0.92,5.37,0.30156564070827313
Moskov,51.28,2.29,56.01,1.202360135895328
Benedetta,51.24,0.35,0.66,0.0956655387523174
Ling,51.19,0.92,14.97,0.3879580782746622
Hayabusa,51.11,0.77,3.56,0.20276050709127322
Alucard,51.1,1.02,1.59,0.24236281898682194
Roger,51.09,1.48,18.89,0.5578921368740675
X.Borg,51.02,0.75,4.9,0.1935220367144422
Zhask,50.99,0.94,4.23,0.23052634180913414
Julian,50.97,0.98,14.82,0.35898116421996645
Valir,50.95,0.96,6.38,0.25283928049709065
Atlas,50.95,0.64,6.03,0.1612153519863879
Saber,50.83,1.46,35.66,0.7089982280864638
Layla,50.82,3.01,5.0,0.8021791737827391
Ixia,50.78,0.47,1.03,0.015298016460437401
Minsitthar,50.66,0.48,2.48,0.005337396454383414
Lylia,50.63,0.62,0.83,0.022246133685384743
Odette,50.59,1.33,2.57,0.25527301478335085
Irithel,50.56,0.36,0.16,-0.0838458771446711
Kagura,50.53,0.5,0.75,-0.040100352647529466
Yi Sun-shin,50.53,0.1,0.07,-0.17575781510064736
Aurora,50.53,0.66,4.26,0.051314538848234365
Gord,50.4,0.57,0.31,-0.05347747553726101
Minotaur,50.4,0.7,9.74,0.09811812773312352
Barats,50.32,0.39,18.47,0.07432834116251645
Hilda,50.27,0.56,1.43,-0.07481057460976763
Aldous,50.21,0.73,1.43,-0.028768020227258558
Cyclops,50.09,0.64,0.3,-0.10106997392886224
Freya,50.03,0.47,3.15,-0.1457023284454671
Lunox,50.03,0.24,0.45,-0.262755898482216
Johnson,50.0,1.27,7.8,0.2022478775941443
Phoveus,49.97,0.05,0.18,-0.3545365921901529
Khufra,49.95,0.29,0.75,-0.26194233339110545
Luo Yi,49.94,0.6,3.82,-0.11032546275797611
Kimmy,49.79,0.13,0.13,-0.3758079618562963
Thamuz,49.51,0.85,1.61,-0.12807609810394363
Uranus,49.51,0.44,0.7,-0.31523528068257795
Tigreal,49.34,1.71,57.8,0.8683211424546752
Faramis,49.25,0.11,1.06,-0.5278080139506521
Hanabi,49.15,2.59,4.25,0.6465725709526631
Hanzo,49.14,0.25,4.42,-0.45476228563068954
Estes,49.13,0.72,56.32,0.36009452112884077
Bruno,49.07,0.44,0.21,-0.431022594378144
Zilong,48.98,1.37,0.86,0.008573333321004566
Natan,48.96,0.6,10.16,-0.2658278374984039
Brody,48.81,0.42,0.49,-0.5030567249076051
Eudora,48.78,1.17,3.18,-0.09671877320459621
Clint,48.77,1.08,1.62,-0.16238871855142675
Harith,48.72,0.67,43.29,0.09460959906248652
Grock,48.68,0.1,0.1,-0.7072933627724667
Angela,48.66,1.74,35.29,0.5498104637670709
Yu Zhong,48.65,1.55,4.43,0.094910647744875
Nana,48.61,2.31,50.22,1.0173917304164732
Diggie,48.56,0.27,22.93,-0.3889398873413375
Alice,48.56,0.13,0.77,-0.7180635585376893
Gusion,48.48,0.98,2.22,-0.2621956260722381
Dyrroth,48.47,2.48,7.12,0.608989189156262
Akai,48.24,0.37,0.67,-0.6734353301143623
Mathilda,48.16,0.25,10.01,-0.6563246821712624
Leomord,48.11,0.22,0.37,-0.7980043801519403
Jawhead,47.92,0.58,0.81,-0.627419989408946
Granger,47.63,0.64,0.45,-0.6615473279098265
Fredrinn,47.58,0.54,9.89,-0.6288392909567158
Kaja,47.53,0.06,0.13,-1.0634663390588046
Lesley,47.43,1.9,2.72,0.14806043716025566
Kadita,47.35,0.31,0.49,-0.9451509146036592
Arlott,47.33,0.29,0.81,-0.960152150759721
Cici,47.15,0.52,4.53,-0.8070788927980868
Selena,47.12,0.72,2.88,-0.6948593809681449
Claude,47.03,0.92,1.15,-0.5941250360786774
Franco,47.03,2.12,10.08,0.35053065024420693
Pharsa,46.98,0.64,0.4,-0.810669374831066
Novaria,46.88,0.53,2.57,-0.8876279955226359
Guinevere,46.78,0.47,0.79,-0.9758537140880449
Karina,46.7,0.83,11.51,-0.6069921243559763
Martis,46.67,1.0,12.31,-0.47805290582070065
Lapu-Lapu,46.63,0.21,0.1,-1.2146677063211604
Joy,46.42,0.09,1.08,-1.3534893301165813
Chou,46.1,1.2,2.23,-0.5408895493153467
Beatrix,45.76,0.55,0.41,-1.165014407106934
Wanwan,45.59,0.32,1.22,-1.3938295040752982
Karrie,45.27,0.63,0.43,-1.210061790499669
Balmond,45.16,0.87,0.57,-1.0162676438906397
Paquito,44.63,0.48,0.69,-1.498625997438746
Nolan,43.98,0.34,4.74,-1.7569457721658361
Lancelot,43.9,0.9,1.6,-1.2294510435663195
Esmeralda,43.9,1.2,23.89,-0.6606165534581518
Valentina,43.57,0.24,0.61,-2.0194285320429786
Fanny,42.61,0.54,7.98,-1.8408488595078423
